text,is_bold,font_size,font_size_rank,centeredness,spacing_before,spacing_after,is_valid_length,page_no
"that is being used—you will learn it in the next few chapters. For now, just type out the",0,9,0.21,0.13,0.0,0.0,0,38
"code (listing 1.1), compile it, and then see how it works. If you’re accustomed to a",0,9,0.21,0.13,0.0,0.0,0,38
"case-insensitive programming language, remember, Go code is case sensitive.",0,9,0.21,0.13,0.0,0.0,0,38
All source code in this book is in GitHub at,0,9,0.3,0.15,0.0,0.0,1,38
https://github.com/sausheong/gwp,0,9,0.21,0.51,0.0,0.0,1,38
.,0,9,0.12,0.81,0.0,0.03,0,38
Listing 1.1 A Hello World Go web app,1,9,0.48,0.15,0.03,0.02,1,38
package main,0,7,0.26,0.13,0.02,0.02,1,38
import (,0,7,0.26,0.13,0.02,0.0,1,38
"""fmt""",0,7,0.26,0.13,0.0,0.0,1,38
"""net/http""",0,7,0.26,0.13,0.0,0.0,1,38
),0,7,0.17,0.13,0.0,0.02,0,38
"func handler(writer http.ResponseWriter, request *http.Request) {",0,7,0.26,0.13,0.02,0.0,1,38
"fmt.Fprintf(writer, ""Hello World, %s!"", request.URL.Path[1:])",0,7,0.26,0.13,0.0,0.0,1,38
},0,7,0.17,0.13,0.0,0.02,0,38
func main() {,0,7,0.26,0.13,0.02,0.0,1,38
"http.HandleFunc(""/"", handler)",0,7,0.26,0.13,0.0,0.0,1,38
"http.ListenAndServe("":8080"", nil)",0,7,0.26,0.13,0.0,0.0,1,38
},0,7,0.17,0.13,0.0,0.02,0,38
Create a subdirectory in your workspace src directory and name it first_webapp. Now,0,9,0.21,0.13,0.02,0.0,0,38
go to that subdirectory and create a file named server.go. This will be your source file.,0,9,0.21,0.13,0.0,0.0,0,38
"Then from a console (or command-line interface or command prompt), execute this",0,9,0.21,0.13,0.0,0.0,0,38
command:,0,9,0.3,0.13,0.0,0.01,1,38
$ go install first_webapp,0,7,0.26,0.13,0.01,0.0,1,38
19,1,9,0.3,0.83,0.0,0.0,0,39
Hello Go,1,9,0.39,0.43,0.0,0.03,1,39
"GOPATH is set up properly, this will create a",0,9,0.21,0.49,0.03,0.0,1,39
You can do this in any directory. If your,0,9,0.3,0.14,0.0,0.0,1,39
binary executable file in your,0,9,0.3,0.14,0.0,0.0,1,39
$GOPATH/ bin directory named first_webapp. Run the,0,9,0.21,0.39,0.0,0.0,1,39
executable file from the console. Because you have the,0,9,0.3,0.14,0.0,0.0,1,39
$GOPATH /bin directory in,0,9,0.21,0.62,0.0,0.0,1,39
your PATH you should be able to just run it from anywhere. This will start up your Go,0,9,0.21,0.14,0.0,0.0,0,39
web application at port 8080. That’s it!,0,9,0.3,0.14,0.0,0.0,1,39
Now fire up your browser and go to http://localhost:8080. Figure 1.3 shows what,0,9,0.21,0.17,0.0,0.0,0,39
you should see.,0,9,0.43,0.14,0.0,0.26,1,39
Figure 1.3 First web,1,7,0.49,0.62,0.26,0.0,1,39
application screenshot,1,7,0.35,0.62,0.0,0.04,1,39
Take a closer look at the code. The first line declares what kind of program you’re,0,9,0.21,0.14,0.04,0.0,0,39
writing. The package keyword is followed by the name of the package. An executable,0,9,0.21,0.14,0.0,0.0,0,39
"main , and this is the same for a web app. If",0,9,0.21,0.5,0.0,0.0,1,39
program must always be in a package called,0,9,0.3,0.14,0.0,0.0,1,39
you have any experience with web application programming in some other languages,0,9,0.21,0.14,0.0,0.0,0,39
"(such as Ruby, Python, or Java) you might notice the difference right away. In those",0,9,0.21,0.14,0.0,0.0,0,39
languages you often need to deploy the web application to an application server that,0,9,0.21,0.14,0.0,0.0,0,39
"provides an environment for your web applications to run. In Go, this environment is",0,9,0.21,0.14,0.0,0.0,0,39
provided by the net/http,0,9,0.3,0.14,0.0,0.0,1,39
package and is compiled together with the rest of your code,0,9,0.21,0.36,0.0,0.0,1,39
to create a readily deployable standalone web app.,0,9,0.3,0.14,0.0,0.0,1,39
The next line imports the necessary libraries. You import standard Go libraries,0,9,0.21,0.17,0.0,0.0,0,39
(packages) very much the same way you import other third-party libraries. Here,0,9,0.21,0.14,0.0,0.0,0,39
"fmt , which allows formatted",0,9,0.21,0.41,0.0,0.0,1,39
you’re importing two packages:,0,9,0.3,0.14,0.0,0.0,1,39
I/O (allowing you to do,0,9,0.21,0.65,0.0,0.0,1,39
stuff like Fprintf ) and http,0,9,0.3,0.14,0.0,0.0,1,39
", which is the main package for interacting with",0,9,0.21,0.37,0.0,0.0,1,39
HTTP :,0,9,0.21,0.77,0.0,0.01,1,39
import (,0,7,0.26,0.14,0.01,0.0,1,39
"""fmt""",0,7,0.26,0.14,0.0,0.0,1,39
"""net/http""",0,7,0.26,0.14,0.0,0.0,1,39
),0,7,0.17,0.14,0.0,0.02,0,39
handler . The,0,9,0.21,0.73,0.02,0.0,1,39
This is followed by a function definition. You define a function named,0,9,0.3,0.14,0.0,0.0,1,39
"term handler is often used for callback functions triggered by an event, and that’s what",1,9,0.39,0.14,0.0,0.0,0,39
20,1,9,0.39,0.06,0.0,0.0,0,40
Go and web applications,1,9,0.39,0.4,0.0,0.0,1,40
C 1,1,7,0.26,0.32,0.0,0.0,0,40
HAPTER,1,6,0.33,0.33,0.0,0.03,1,40
"it’s used for here (though technically, at least in Go, this isn’t a handler but a handler",0,9,0.21,0.13,0.03,0.0,0,40
function—we’ll explore this in chapter 3).,0,9,0.3,0.13,0.0,0.01,1,40
"func handler(writer http.ResponseWriter, request *http.Request) {",0,7,0.26,0.13,0.01,0.0,1,40
"fmt.Fprintf(writer, ""Hello World, %s!"", request.URL.Path[1:])",0,7,0.26,0.13,0.0,0.0,1,40
},0,7,0.17,0.13,0.0,0.02,0,40
ResponseWriter interface and a,0,9,0.21,0.56,0.02,0.0,1,40
The handler function has two input parameters—a,0,9,0.3,0.13,0.0,0.0,1,40
pointer to a Request struct. It takes information from the,0,9,0.3,0.13,0.0,0.0,1,40
Request to create an HTTP,0,9,0.21,0.6,0.0,0.0,1,40
ResponseWriter . The Fprintf,0,9,0.21,0.47,0.0,0.0,1,40
"response, which is sent out through the",0,9,0.3,0.13,0.0,0.0,1,40
function is,0,9,0.21,0.74,0.0,0.0,1,40
called with the ResponseWriter,0,9,0.3,0.13,0.0,0.0,1,40
", a format string with a single string",0,9,0.21,0.39,0.0,0.0,1,40
format specifier,1,9,0.39,0.71,0.0,0.0,1,40
"( %s ), followed by the path information extracted from the",0,9,0.3,0.13,0.0,0.0,1,40
Request . Because you went,0,9,0.21,0.6,0.0,0.0,1,40
"to the address http://localhost:8080, there’s no path information and so nothing is",0,9,0.21,0.13,0.0,0.0,0,40
"printed out. If you’d gone to the address http://localhost:8080/sausheong/was/here,",0,9,0.21,0.13,0.0,0.0,0,40
figure 1.4 shows how it would’ve looked in the browser.,0,9,0.43,0.13,0.0,0.26,1,40
Figure 1.4 Web application,1,7,0.49,0.6,0.26,0.0,1,40
screenshot with path,1,7,0.35,0.6,0.0,0.04,1,40
Every program that compiles into a binary executable file must have one function,0,9,0.21,0.13,0.04,0.0,0,40
"named main , where the execution of the program starts:",0,9,0.3,0.13,0.0,0.01,1,40
func main() {,0,7,0.26,0.13,0.01,0.0,1,40
"http.HandleFunc(""/"", handler)",0,7,0.26,0.13,0.0,0.0,1,40
"http.ListenAndServe("":8080"", nil)",0,7,0.26,0.13,0.0,0.0,1,40
},0,7,0.17,0.13,0.0,0.02,0,40
"The main function in this program is straightforward. First, you set up the handler you",0,9,0.21,0.13,0.02,0.0,0,40
defined earlier to trigger when the root,0,9,0.3,0.13,0.0,0.0,1,40
URL (/) is called. Then you start the server to,0,9,0.21,0.45,0.0,0.0,1,40
"listen to port 8080. To stop the server, simply press Ctrl-C.",0,9,0.3,0.13,0.0,0.0,1,40
"And there you have it: a working hello world web app, written in Go!",0,9,0.3,0.15,0.0,0.0,1,40
We started off with an explanation of concepts at the beginning of this chapter and,0,9,0.21,0.15,0.0,0.0,0,40
ended up in a code rush where we wrote a simple (and useless) web application in Go.,0,9,0.21,0.13,0.0,0.0,0,40
21,1,9,0.3,0.83,0.0,0.0,0,41
Summary,1,9,0.39,0.43,0.0,0.03,1,41
"In the next chapter, we’ll jump into more code and show how a more realistic (though",0,9,0.21,0.14,0.03,0.0,0,41
still not production-ready) web application can be written with Go and its standard,0,9,0.21,0.14,0.0,0.0,0,41
"libraries. Although chapter 2 might still be a bit of a code rush, you’ll see how a typical",0,9,0.21,0.14,0.0,0.0,0,41
Go web application can be structured.,0,9,0.3,0.14,0.0,0.02,1,41
1.11 Summary,1,12,0.54,0.07,0.02,0.01,1,41
Go is a programming language that is well suited for web programming because,0,9,0.21,0.19,0.01,0.0,0,41
■,0,4,0.11,0.17,0.0,0.01,0,41
"it allows web applications that are scalable, modular, maintainable, and highly",0,9,0.21,0.19,0.01,0.0,0,41
performant to be written relatively easily.,0,9,0.3,0.19,0.0,0.01,1,41
Web applications are programs that return,0,9,0.3,0.19,0.01,0.0,1,41
HTML to the calling client through,0,9,0.21,0.55,0.0,0.0,1,41
■,0,4,0.11,0.17,0.0,0.01,0,41
"HTTP , so understanding HTTP",0,9,0.3,0.19,0.01,0.0,1,41
well is very important when learning how to write,0,9,0.21,0.44,0.0,0.0,1,41
web applications.,0,9,0.3,0.19,0.0,0.01,1,41
"HTTP is a simple, stateless, text-based client-server protocol used in exchanging",0,9,0.21,0.19,0.01,0.0,0,41
■,0,4,0.11,0.17,0.0,0.01,0,41
data between a client and a server.,0,9,0.3,0.19,0.01,0.01,1,41
HTTP requests and responses are structured with similar formats—they start,0,9,0.21,0.19,0.01,0.0,0,41
■,0,4,0.11,0.17,0.0,0.01,0,41
"with a request (or response status) line, followed by one or more headers and",0,9,0.21,0.19,0.01,0.0,0,41
an option body.,0,9,0.3,0.19,0.0,0.01,1,41
Every HTTP request has a request line that contains an,0,9,0.3,0.19,0.01,0.0,1,41
HTTP method that indi-,0,9,0.21,0.65,0.0,0.0,1,41
■,0,4,0.11,0.17,0.0,0.01,0,41
"cates the action asked of the server, the two most popular being",0,9,0.3,0.19,0.01,0.0,1,41
GET and POST .,0,9,0.21,0.72,0.0,0.01,1,41
Every HTTP response has a response status line that tells the calling client the,0,9,0.21,0.19,0.01,0.0,0,41
■,0,4,0.11,0.17,0.0,0.01,0,41
status of the request.,0,9,0.3,0.19,0.01,0.01,1,41
There are two major parts of any web application that correspond to requests,0,9,0.21,0.19,0.01,0.0,0,41
■,0,4,0.11,0.17,0.0,0.01,0,41
and responses—handlers and the template engine.,0,9,0.3,0.19,0.01,0.01,1,41
Handlers receive HTTP requests and process them.,0,9,0.3,0.19,0.01,0.0,1,41
■,0,4,0.11,0.17,0.0,0.01,0,41
The template engine generates,0,9,0.3,0.19,0.01,0.0,1,41
HTML that is sent back as part of the,0,9,0.21,0.47,0.0,0.0,1,41
HTTP,0,9,0.21,0.8,0.0,0.0,1,41
■,0,4,0.11,0.17,0.0,0.01,0,41
response.,0,9,0.3,0.19,0.01,0.0,1,41
Go ChitChat,1,30,0.93,0.54,0.0,0.21,1,42
This chapter covers,1,12,0.67,0.11,0.21,0.01,1,42
Introducing Go web programming,0,9,0.3,0.13,0.01,0.0,1,42
■,0,4,0.11,0.11,0.0,0.01,0,42
Designing a typical Go web application,0,9,0.3,0.13,0.01,0.0,1,42
■,0,4,0.11,0.11,0.0,0.01,0,42
Writing a complete Go web application,0,9,0.3,0.13,0.01,0.0,1,42
■,0,4,0.11,0.11,0.0,0.01,0,42
Understanding the parts of a Go web application,0,9,0.3,0.13,0.01,0.0,1,42
■,0,4,0.11,0.11,0.0,0.08,0,42
"Toward the end of chapter 1, we went through the simplest possible Go web appli-",0,9,0.21,0.14,0.08,0.0,0,42
"cation. That simple web application, I admit, is pretty useless and is nothing more",0,9,0.21,0.14,0.0,0.0,0,42
"than the equivalent of a Hello World application. In this chapter, we’ll explore",0,9,0.21,0.14,0.0,0.0,0,42
another basic but more useful web application. We’ll be building a simple internet,0,9,0.21,0.14,0.0,0.0,0,42
forum web application—one that allows users to log in and create conversations,0,9,0.21,0.14,0.0,0.0,0,42
and respond to conversation topics.,0,9,0.3,0.14,0.0,0.0,1,42
"By the end of the chapter, you might not have the skills to write a full-fledged",0,9,0.21,0.17,0.0,0.0,0,42
web application but you’ll be able to appreciate how one can be structured and,0,9,0.21,0.14,0.0,0.0,0,42
developed. Throughout this chapter you’ll see the bigger picture of how web appli-,0,9,0.21,0.14,0.0,0.0,0,42
cations can be written in Go.,0,9,0.3,0.14,0.0,0.0,1,42
If you find this chapter a bit too intimidating—especially with the rush of Go,0,9,0.21,0.17,0.0,0.0,0,42
code—don’t be too alarmed. Work through the next few chapters and then revisit,0,9,0.21,0.14,0.0,0.0,0,42
this one and you’ll find that things become a lot clearer!,0,9,0.3,0.14,0.0,0.0,1,42
23,1,9,0.3,0.83,0.0,0.0,0,43
Let’s ChitChat,1,9,0.39,0.41,0.0,0.02,1,43
2.1 Let’s ChitChat,1,12,0.54,0.07,0.02,0.01,1,43
"Internet forums are everywhere. They’re one of the most popular uses of the internet,",0,9,0.21,0.14,0.01,0.0,0,43
related to the older bulletin board systems,0,9,0.3,0.14,0.0,0.0,1,43
"(BBS) , Usenet, and electronic mailing lists.",0,9,0.21,0.49,0.0,0.0,1,43
"Yahoo! and Google Groups are very popular (see figure 2.1), with Yahoo! reporting 10",0,9,0.21,0.14,0.0,0.0,0,43
million groups (each group is a forum on its own) and 115 million group members.,0,9,0.21,0.14,0.0,0.0,0,43
"One of the biggest internet forums around, Gaia Online, has 23 million registered",0,9,0.21,0.14,0.0,0.0,0,43
"users and a million posts made every day, with close to 2 billion posts and counting.",0,9,0.21,0.14,0.0,0.0,0,43
"Despite the introduction of social networks like Facebook, internet forums remain",0,9,0.21,0.14,0.0,0.0,0,43
one of the most widely used means of communications on the internet.,0,9,0.43,0.14,0.0,0.4,1,43
"Figure 2.1 Google Groups Go programming language forum, an example of an internet forum",1,7,0.49,0.15,0.4,0.03,0,43
"Essentially, internet forums are the equivalent of a giant bulletin board where anyone",0,9,0.21,0.14,0.03,0.0,0,43
(either registered or anonymous users) can hold conversations by posting messages,0,9,0.21,0.14,0.0,0.0,0,43
"on the forum. These conversations, called",0,9,0.3,0.14,0.0,0.0,1,43
"threads , usually start off as a topic that a user",1,9,0.39,0.49,0.0,0.0,1,43
"wants to talk about, and other users add to the conversation by posting their replies to",0,9,0.21,0.14,0.0,0.0,0,43
"the original topic. More sophisticated forums are hierarchical, with forums having",0,9,0.21,0.14,0.0,0.0,0,43
subforums with specific categories of topics that are being discussed. Most forums are,0,9,0.21,0.14,0.0,0.0,0,43
"moderated by one or more users, called",0,9,0.3,0.14,0.0,0.0,1,43
"moderators , who have special permissions.",1,9,0.39,0.47,0.0,0.0,1,43
"In this chapter, we’ll develop a simple internet forum called ChitChat. Because this",0,9,0.21,0.17,0.0,0.0,0,43
"is a simple example, we’ll be implementing only the key features of an internet forum.",0,9,0.21,0.14,0.0,0.0,0,43
Users will only be able to sign up for an account and log in to create a thread or post a,0,9,0.21,0.14,0.0,0.0,0,43
24,1,9,0.39,0.06,0.0,0.0,0,44
Go ChitChat,1,9,0.39,0.44,0.0,0.0,1,44
C 2,1,7,0.26,0.36,0.0,0.0,0,44
HAPTER,1,6,0.33,0.37,0.0,0.03,1,44
reply to an existing thread. A nonregistered user will be able to read the threads but not,0,9,0.21,0.13,0.03,0.0,0,44
add new threads or post to existing ones. Let’s start off with the application design.,0,9,0.21,0.13,0.0,0.03,0,44
Code for this chapter,1,10,0.5,0.15,0.03,0.01,1,44
"Unlike with the other chapters in this book, you won’t see all the code that’s written",0,9,0.21,0.15,0.01,0.0,0,44
for ChitChat here (that would be too much!). But you can check out the entire appli-,0,9,0.21,0.15,0.0,0.0,0,44
cation on GitHub at https://github.com/sausheong/gwp,0,9,0.3,0.15,0.0,0.0,1,44
. If you’re planning to run,0,9,0.21,0.6,0.0,0.0,1,44
"through the exercises while you read this chapter, you’ll have an easier time if you",0,9,0.21,0.15,0.0,0.0,0,44
get the code from the repository first.,0,9,0.3,0.15,0.0,0.04,1,44
2.2 Application design,1,12,0.54,0.06,0.04,0.01,1,44
ChitChat’s application design is typical of any web application. As mentioned in chap-,0,9,0.21,0.13,0.01,0.0,0,44
"ter 1, web applications have the general flow of the client sending a request to a",0,9,0.21,0.13,0.0,0.0,0,44
"server, and a server responding to that request (figure 2.2).",0,9,0.3,0.13,0.0,0.04,1,44
1 . Sends HTTP request,1,9,0.48,0.18,0.04,0.0,1,44
2. Processes HTTP request,1,9,0.39,0.46,0.0,0.03,1,44
Request,0,7,0.17,0.33,0.03,0.0,1,44
Figure 2.2 How a web,1,7,0.35,0.65,0.0,0.0,1,44
Client,0,7,0.26,0.15,0.0,0.0,1,44
Server,0,7,0.17,0.55,0.0,0.0,1,44
application generally,1,7,0.35,0.65,0.0,0.0,1,44
"works, with a client",1,7,0.35,0.65,0.0,0.0,1,44
Response,0,7,0.17,0.33,0.0,0.0,1,44
sending a request to the,1,7,0.35,0.65,0.0,0.0,1,44
server and waiting to,1,7,0.35,0.65,0.0,0.0,1,44
3. Returns HTTP response,1,9,0.39,0.35,0.0,0.0,1,44
receive a response,1,7,0.35,0.65,0.0,0.04,1,44
ChitChat’s application logic is coded in the server. While the client triggers the,0,9,0.21,0.13,0.04,0.0,0,44
"requests and provides the data to the server, the format and the data requested are",0,9,0.21,0.13,0.0,0.0,0,44
"suggested by the server, provided in hyperlinks on the",0,9,0.3,0.13,0.0,0.0,1,44
HTML pages that the server,0,9,0.21,0.59,0.0,0.0,1,44
serves to the client (figure 2.3).,0,9,0.3,0.13,0.0,0.04,1,44
"Format of request is suggested by the web app,",1,9,0.48,0.17,0.04,0.0,1,44
in hyperlinks on HTML pages provided to client by server.,1,9,0.48,0.17,0.0,0.04,1,44
http://<servername>/<handlername>?<parameters>,0,7,0.17,0.21,0.04,0.07,1,44
Request,0,7,0.17,0.33,0.07,0.01,1,44
Client,0,7,0.26,0.15,0.01,0.0,1,44
Server,0,7,0.17,0.55,0.0,0.0,1,44
Figure 2.3 The URL,1,7,0.35,0.65,0.0,0.0,1,44
format of an HTTP request,1,7,0.35,0.65,0.0,0.0,1,44
Response,0,7,0.17,0.33,0.0,0.0,1,44
25,1,9,0.3,0.83,0.0,0.0,0,45
Application design,1,9,0.39,0.4,0.0,0.03,1,45
The format for the request is normally the prerogative of the application itself. For,0,9,0.21,0.14,0.03,0.0,0,45
"ChitChat, we’ll be using the following format: http://<servername>/<handler-",0,9,0.21,0.14,0.0,0.0,0,45
name>?<parameters>,0,9,0.3,0.14,0.0,0.0,1,45
The server name is the name of the ChitChat server; the,1,9,0.48,0.17,0.0,0.0,1,45
handler name is the name of,1,9,0.39,0.62,0.0,0.0,1,45
the handler that’s being called. The handler name is hierarchical: the root of the han-,0,9,0.21,0.14,0.0,0.0,0,45
"dler name is the module that’s being called, the second part the submodule, and so",0,9,0.21,0.14,0.0,0.0,0,45
"on, until it hits the leaf, which is the handler of the request within that submodule. If",0,9,0.21,0.14,0.0,0.0,0,45
"thread and we need to have a handler to read the thread, the",0,9,0.21,0.34,0.0,0.0,1,45
we have a module called,0,9,0.3,0.14,0.0,0.0,1,45
handler name is /thread/read,0,9,0.3,0.14,0.0,0.0,1,45
.,0,9,0.12,0.4,0.0,0.0,0,45
"The parameters of the application, which are",1,9,0.48,0.17,0.0,0.0,1,45
"URL queries, are whatever we need to",0,9,0.21,0.53,0.0,0.0,1,45
"pass to the handler to process the request. In this example, we need to provide the",0,9,0.21,0.14,0.0,0.0,0,45
"id=123 ,",0,9,0.21,0.78,0.0,0.0,1,45
"unique identifier (ID) of the thread to the handler, so the parameters will be",0,9,0.21,0.14,0.0,0.0,0,45
where 123 is the unique,0,9,0.3,0.14,0.0,0.0,1,45
ID .,0,9,0.21,0.34,0.0,0.0,1,45
Let’s recap the request; this is how the,0,9,0.3,0.17,0.0,0.0,1,45
URL being sent into the ChitChat server will,0,9,0.21,0.48,0.0,0.0,1,45
look (assuming chitchat,0,9,0.3,0.14,0.0,0.0,1,45
is the server name): http://chitchat/thread/read?id=123,0,9,0.21,0.35,0.0,0.0,1,45
.,0,9,0.12,0.82,0.0,0.0,0,45
"When the request reaches the server, a",0,9,0.3,0.17,0.0,0.0,1,45
multiplexer will inspect the,1,9,0.39,0.52,0.0,0.0,1,45
URL being,0,9,0.21,0.75,0.0,0.0,1,45
requested and redirect the request to the correct handler. Once the request reaches,0,9,0.21,0.14,0.0,0.0,0,45
"a handler, the handler will retrieve information from the request and process it",0,9,0.21,0.14,0.0,0.0,0,45
